EmployeeID,Name,Department,Designation,Age,Gender,City,Month,WorkingDays,PresentDays,AbsentDays,BasicSalary,Allowance,Deduction,NetSalary,AttendancePercentage,daily_salary,Final_salary
207,Employee_207,Finance,Assistant,37,Male,Swat,July,30,29,1,65000,3000,1750,66250,96.66666666666667,2208.3333333333335,64041.66666666667
208,Employee_208,Sales,Executive,38,Female,Islamabad,July,30,30,0,70000,3500,1000,72500,100.0,2416.6666666666665,72500.0
209,Employee_209,Marketing,Analyst,39,Male,Lahore,July,30,20,10,75000,4000,1250,77750,66.66666666666666,2591.6666666666665,51833.33333333333
210,Employee_210,HR,Manager,40,Female,Peshawar,July,30,21,9,30000,2000,1500,30500,70.0,1016.6666666666666,21350.0
211,Employee_211,IT,Officer,41,Male,Mardan,July,30,22,8,35000,2500,1750,35750,73.33333333333333,1191.6666666666667,26216.666666666668
212,Employee_212,Finance,Assistant,42,Female,Swat,July,30,23,7,40000,3000,1000,42000,76.66666666666667,1400.0,32200.0
213,Employee_213,Sales,Executive,43,Male,Islamabad,July,30,24,6,45000,3500,1250,47250,80.0,1575.0,37800.0
214,Employee_214,Marketing,Analyst,44,Female,Lahore,July,30,25,5,50000,4000,1500,52500,83.33333333333334,1750.0,43750.0
215,Employee_215,HR,Manager,45,Male,Peshawar,July,30,26,4,55000,2000,1750,55250,86.66666666666667,1841.6666666666667,47883.333333333336
216,Employee_216,IT,Officer,22,Female,Mardan,July,30,27,3,60000,2500,1000,61500,90.0,2050.0,55350.0
217,Employee_217,Finance,Assistant,23,Male,Swat,July,30,28,2,65000,3000,1250,66750,93.33333333333333,2225.0,62300.0
218,Employee_218,Sales,Executive,24,Female,Islamabad,July,30,29,1,70000,3500,1500,72000,96.66666666666667,2400.0,69600.0
219,Employee_219,Marketing,Analyst,25,Male,Lahore,July,30,30,0,75000,4000,1750,77250,100.0,2575.0,77250.0
220,Employee_220,HR,Manager,26,Female,Peshawar,July,30,20,10,30000,2000,1000,31000,66.66666666666666,1033.3333333333333,20666.666666666664
221,Employee_221,IT,Officer,27,Male,Mardan,July,30,21,9,35000,2500,1250,36250,70.0,1208.3333333333333,25375.0
222,Employee_222,Finance,Assistant,28,Female,Swat,July,30,22,8,40000,3000,1500,41500,73.33333333333333,1383.3333333333333,30433.333333333332
223,Employee_223,Sales,Executive,29,Male,Islamabad,July,30,23,7,45000,3500,1750,46750,76.66666666666667,1558.3333333333333,35841.666666666664
224,Employee_224,Marketing,Analyst,30,Female,Lahore,July,30,24,6,50000,4000,1000,53000,80.0,1766.6666666666667,42400.0
225,Employee_225,HR,Manager,31,Male,Peshawar,July,30,25,5,55000,2000,1250,55750,83.33333333333334,1858.3333333333333,46458.33333333333
226,Employee_226,IT,Officer,32,Female,Mardan,July,30,26,4,60000,2500,1500,61000,86.66666666666667,2033.3333333333333,52866.666666666664
227,Employee_227,Finance,Assistant,33,Male,Swat,July,30,27,3,65000,3000,1750,66250,90.0,2208.3333333333335,59625.00000000001
228,Employee_228,Sales,Executive,34,Female,Islamabad,July,30,28,2,70000,3500,1000,72500,93.33333333333333,2416.6666666666665,67666.66666666666
229,Employee_229,Marketing,Analyst,35,Male,Lahore,July,30,29,1,75000,4000,1250,77750,96.66666666666667,2591.6666666666665,75158.33333333333
230,Employee_230,HR,Manager,36,Female,Peshawar,July,30,30,0,30000,2000,1500,30500,100.0,1016.6666666666666,30500.0
231,Employee_231,IT,Officer,37,Male,Mardan,July,30,20,10,35000,2500,1750,35750,66.66666666666666,1191.6666666666667,23833.333333333336
232,Employee_232,Finance,Assistant,38,Female,Swat,July,30,21,9,40000,3000,1000,42000,70.0,1400.0,29400.0
233,Employee_233,Sales,Executive,39,Male,Islamabad,July,30,22,8,45000,3500,1250,47250,73.33333333333333,1575.0,34650.0
234,Employee_234,Marketing,Analyst,40,Female,Lahore,July,30,23,7,50000,4000,1500,52500,76.66666666666667,1750.0,40250.0
235,Employee_235,HR,Manager,41,Male,Peshawar,July,30,24,6,55000,2000,1750,55250,80.0,1841.6666666666667,44200.0
236,Employee_236,IT,Officer,42,Female,Mardan,July,30,25,5,60000,2500,1000,61500,83.33333333333334,2050.0,51250.0
237,Employee_237,Finance,Assistant,43,Male,Swat,July,30,26,4,65000,3000,1250,66750,86.66666666666667,2225.0,57850.0
238,Employee_238,Sales,Executive,44,Female,Islamabad,July,30,27,3,70000,3500,1500,72000,90.0,2400.0,64800.0
239,Employee_239,Marketing,Analyst,45,Male,Lahore,July,30,28,2,75000,4000,1750,77250,93.33333333333333,2575.0,72100.0
240,Employee_240,HR,Manager,22,Female,Peshawar,July,30,29,1,30000,2000,1000,31000,96.66666666666667,1033.3333333333333,29966.666666666664
241,Employee_241,IT,Officer,23,Male,Mardan,July,30,30,0,35000,2500,1250,36250,100.0,1208.3333333333333,36250.0
242,Employee_242,Finance,Assistant,24,Female,Swat,July,30,20,10,40000,3000,1500,41500,66.66666666666666,1383.3333333333333,27666.666666666664
243,Employee_243,Sales,Executive,25,Male,Islamabad,July,30,21,9,45000,3500,1750,46750,70.0,1558.3333333333333,32725.0
244,Employee_244,Marketing,Analyst,26,Female,Lahore,July,30,22,8,50000,4000,1000,53000,73.33333333333333,1766.6666666666667,38866.66666666667
245,Employee_245,HR,Manager,27,Male,Peshawar,July,30,23,7,55000,2000,1250,55750,76.66666666666667,1858.3333333333333,42741.666666666664
246,Employee_246,IT,Officer,28,Female,Mardan,July,30,24,6,60000,2500,1500,61000,80.0,2033.3333333333333,48800.0
247,Employee_247,Finance,Assistant,29,Male,Swat,July,30,25,5,65000,3000,1750,66250,83.33333333333334,2208.3333333333335,55208.333333333336
248,Employee_248,Sales,Executive,30,Female,Islamabad,July,30,26,4,70000,3500,1000,72500,86.66666666666667,2416.6666666666665,62833.33333333333
249,Employee_249,Marketing,Analyst,31,Male,Lahore,July,30,27,3,75000,4000,1250,77750,90.0,2591.6666666666665,69975.0
250,Employee_250,HR,Manager,32,Female,Peshawar,July,30,28,2,30000,2000,1500,30500,93.33333333333333,1016.6666666666666,28466.666666666664
251,Employee_251,IT,Officer,33,Male,Mardan,July,30,29,1,35000,2500,1750,35750,96.66666666666667,1191.6666666666667,34558.333333333336
252,Employee_252,Finance,Assistant,34,Female,Swat,July,30,30,0,40000,3000,1000,42000,100.0,1400.0,42000.0
253,Employee_253,Sales,Executive,35,Male,Islamabad,July,30,20,10,45000,3500,1250,47250,66.66666666666666,1575.0,31500.0
254,Employee_254,Marketing,Analyst,36,Female,Lahore,July,30,21,9,50000,4000,1500,52500,70.0,1750.0,36750.0
255,Employee_255,HR,Manager,37,Male,Peshawar,July,30,22,8,55000,2000,1750,55250,73.33333333333333,1841.6666666666667,40516.66666666667
256,Employee_256,IT,Officer,38,Female,Mardan,July,30,23,7,60000,2500,1000,61500,76.66666666666667,2050.0,47150.0
257,Employee_257,Finance,Assistant,39,Male,Swat,July,30,24,6,65000,3000,1250,66750,80.0,2225.0,53400.0
258,Employee_258,Sales,Executive,40,Female,Islamabad,July,30,25,5,70000,3500,1500,72000,83.33333333333334,2400.0,60000.0
259,Employee_259,Marketing,Analyst,41,Male,Lahore,July,30,26,4,75000,4000,1750,77250,86.66666666666667,2575.0,66950.0
260,Employee_260,HR,Manager,42,Female,Peshawar,July,30,27,3,30000,2000,1000,31000,90.0,1033.3333333333333,27899.999999999996
261,Employee_261,IT,Officer,43,Male,Mardan,July,30,28,2,35000,2500,1250,36250,93.33333333333333,1208.3333333333333,33833.33333333333
262,Employee_262,Finance,Assistant,44,Female,Swat,July,30,29,1,40000,3000,1500,41500,96.66666666666667,1383.3333333333333,40116.666666666664
263,Employee_263,Sales,Executive,45,Male,Islamabad,July,30,30,0,45000,3500,1750,46750,100.0,1558.3333333333333,46750.0
264,Employee_264,Marketing,Analyst,22,Female,Lahore,July,30,20,10,50000,4000,1000,53000,66.66666666666666,1766.6666666666667,35333.333333333336
265,Employee_265,HR,Manager,23,Male,Peshawar,July,30,21,9,55000,2000,1250,55750,70.0,1858.3333333333333,39025.0
266,Employee_266,IT,Officer,24,Female,Mardan,July,30,22,8,60000,2500,1500,61000,73.33333333333333,2033.3333333333333,44733.33333333333
267,Employee_267,Finance,Assistant,25,Male,Swat,July,30,23,7,65000,3000,1750,66250,76.66666666666667,2208.3333333333335,50791.66666666667
268,Employee_268,Sales,Executive,26,Female,Islamabad,July,30,24,6,70000,3500,1000,72500,80.0,2416.6666666666665,58000.0
269,Employee_269,Marketing,Analyst,27,Male,Lahore,July,30,25,5,75000,4000,1250,77750,83.33333333333334,2591.6666666666665,64791.666666666664
270,Employee_270,HR,Manager,28,Female,Peshawar,July,30,26,4,30000,2000,1500,30500,86.66666666666667,1016.6666666666666,26433.333333333332
271,Employee_271,IT,Officer,29,Male,Mardan,July,30,27,3,35000,2500,1750,35750,90.0,1191.6666666666667,32175.000000000004
272,Employee_272,Finance,Assistant,30,Female,Swat,July,30,28,2,40000,3000,1000,42000,93.33333333333333,1400.0,39200.0
273,Employee_273,Sales,Executive,31,Male,Islamabad,July,30,29,1,45000,3500,1250,47250,96.66666666666667,1575.0,45675.0
274,Employee_274,Marketing,Analyst,32,Female,Lahore,July,30,30,0,50000,4000,1500,52500,100.0,1750.0,52500.0
275,Employee_275,HR,Manager,33,Male,Peshawar,July,30,20,10,55000,2000,1750,55250,66.66666666666666,1841.6666666666667,36833.333333333336
276,Employee_276,IT,Officer,34,Female,Mardan,July,30,21,9,60000,2500,1000,61500,70.0,2050.0,43050.0
277,Employee_277,Finance,Assistant,35,Male,Swat,July,30,22,8,65000,3000,1250,66750,73.33333333333333,2225.0,48950.0
278,Employee_278,Sales,Executive,36,Female,Islamabad,July,30,23,7,70000,3500,1500,72000,76.66666666666667,2400.0,55200.0
279,Employee_279,Marketing,Analyst,37,Male,Lahore,July,30,24,6,75000,4000,1750,77250,80.0,2575.0,61800.0
280,Employee_280,HR,Manager,38,Female,Peshawar,July,30,25,5,30000,2000,1000,31000,83.33333333333334,1033.3333333333333,25833.333333333332
281,Employee_281,IT,Officer,39,Male,Mardan,July,30,26,4,35000,2500,1250,36250,86.66666666666667,1208.3333333333333,31416.666666666664
282,Employee_282,Finance,Assistant,40,Female,Swat,July,30,27,3,40000,3000,1500,41500,90.0,1383.3333333333333,37350.0
283,Employee_283,Sales,Executive,41,Male,Islamabad,July,30,28,2,45000,3500,1750,46750,93.33333333333333,1558.3333333333333,43633.33333333333
284,Employee_284,Marketing,Analyst,42,Female,Lahore,July,30,29,1,50000,4000,1000,53000,96.66666666666667,1766.6666666666667,51233.333333333336
285,Employee_285,HR,Manager,43,Male,Peshawar,July,30,30,0,55000,2000,1250,55750,100.0,1858.3333333333333,55750.0
286,Employee_286,IT,Officer,44,Female,Mardan,July,30,20,10,60000,2500,1500,61000,66.66666666666666,2033.3333333333333,40666.666666666664
287,Employee_287,Finance,Assistant,45,Male,Swat,July,30,21,9,65000,3000,1750,66250,70.0,2208.3333333333335,46375.0
288,Employee_288,Sales,Executive,22,Female,Islamabad,July,30,22,8,70000,3500,1000,72500,73.33333333333333,2416.6666666666665,53166.666666666664
289,Employee_289,Marketing,Analyst,23,Male,Lahore,July,30,23,7,75000,4000,1250,77750,76.66666666666667,2591.6666666666665,59608.33333333333
290,Employee_290,HR,Manager,24,Female,Peshawar,July,30,24,6,30000,2000,1500,30500,80.0,1016.6666666666666,24400.0
291,Employee_291,IT,Officer,25,Male,Mardan,July,30,25,5,35000,2500,1750,35750,83.33333333333334,1191.6666666666667,29791.666666666668
292,Employee_292,Finance,Assistant,26,Female,Swat,July,30,26,4,40000,3000,1000,42000,86.66666666666667,1400.0,36400.0
293,Employee_293,Sales,Executive,27,Male,Islamabad,July,30,27,3,45000,3500,1250,47250,90.0,1575.0,42525.0
294,Employee_294,Marketing,Analyst,28,Female,Lahore,July,30,28,2,50000,4000,1500,52500,93.33333333333333,1750.0,49000.0
295,Employee_295,HR,Manager,29,Male,Peshawar,July,30,29,1,55000,2000,1750,55250,96.66666666666667,1841.6666666666667,53408.333333333336
296,Employee_296,IT,Officer,30,Female,Mardan,July,30,30,0,60000,2500,1000,61500,100.0,2050.0,61500.0
297,Employee_297,Finance,Assistant,31,Male,Swat,July,30,20,10,65000,3000,1250,66750,66.66666666666666,2225.0,44500.0
298,Employee_298,Sales,Executive,32,Female,Islamabad,July,30,21,9,70000,3500,1500,72000,70.0,2400.0,50400.0
299,Employee_299,Marketing,Analyst,33,Male,Lahore,July,30,22,8,75000,4000,1750,77250,73.33333333333333,2575.0,56650.0
300,Employee_300,HR,Manager,34,Female,Peshawar,July,30,23,7,30000,2000,1000,31000,76.66666666666667,1033.3333333333333,23766.666666666664
301,Employee_301,IT,Officer,35,Male,Mardan,July,30,24,6,35000,2500,1250,36250,80.0,1208.3333333333333,29000.0
302,Employee_302,Finance,Assistant,36,Female,Swat,July,30,25,5,40000,3000,1500,41500,83.33333333333334,1383.3333333333333,34583.33333333333
303,Employee_303,Sales,Executive,37,Male,Islamabad,July,30,26,4,45000,3500,1750,46750,86.66666666666667,1558.3333333333333,40516.666666666664
304,Employee_304,Marketing,Analyst,38,Female,Lahore,July,30,27,3,50000,4000,1000,53000,90.0,1766.6666666666667,47700.0
305,Employee_305,HR,Manager,39,Male,Peshawar,July,30,28,2,55000,2000,1250,55750,93.33333333333333,1858.3333333333333,52033.33333333333
306,Employee_306,IT,Officer,40,Female,Mardan,July,30,29,1,60000,2500,1500,61000,96.66666666666667,2033.3333333333333,58966.666666666664
307,Employee_307,Finance,Assistant,41,Male,Swat,July,30,30,0,65000,3000,1750,66250,100.0,2208.3333333333335,66250.0
308,Employee_308,Sales,Executive,42,Female,Islamabad,July,30,20,10,70000,3500,1000,72500,66.66666666666666,2416.6666666666665,48333.33333333333
309,Employee_309,Marketing,Analyst,43,Male,Lahore,July,30,21,9,75000,4000,1250,77750,70.0,2591.6666666666665,54425.0
310,Employee_310,HR,Manager,44,Female,Peshawar,July,30,22,8,30000,2000,1500,30500,73.33333333333333,1016.6666666666666,22366.666666666664
311,Employee_311,IT,Officer,45,Male,Mardan,July,30,23,7,35000,2500,1750,35750,76.66666666666667,1191.6666666666667,27408.333333333336
312,Employee_312,Finance,Assistant,22,Female,Swat,July,30,24,6,40000,3000,1000,42000,80.0,1400.0,33600.0
313,Employee_313,Sales,Executive,23,Male,Islamabad,July,30,25,5,45000,3500,1250,47250,83.33333333333334,1575.0,39375.0
314,Employee_314,Marketing,Analyst,24,Female,Lahore,July,30,26,4,50000,4000,1500,52500,86.66666666666667,1750.0,45500.0
315,Employee_315,HR,Manager,25,Male,Peshawar,July,30,27,3,55000,2000,1750,55250,90.0,1841.6666666666667,49725.0
316,Employee_316,IT,Officer,26,Female,Mardan,July,30,28,2,60000,2500,1000,61500,93.33333333333333,2050.0,57400.0
317,Employee_317,Finance,Assistant,27,Male,Swat,July,30,29,1,65000,3000,1250,66750,96.66666666666667,2225.0,64525.0
318,Employee_318,Sales,Executive,28,Female,Islamabad,July,30,30,0,70000,3500,1500,72000,100.0,2400.0,72000.0
319,Employee_319,Marketing,Analyst,29,Male,Lahore,July,30,20,10,75000,4000,1750,77250,66.66666666666666,2575.0,51500.0
320,Employee_320,HR,Manager,30,Female,Peshawar,July,30,21,9,30000,2000,1000,31000,70.0,1033.3333333333333,21700.0
321,Employee_321,IT,Officer,31,Male,Mardan,July,30,22,8,35000,2500,1250,36250,73.33333333333333,1208.3333333333333,26583.333333333332
322,Employee_322,Finance,Assistant,32,Female,Swat,July,30,23,7,40000,3000,1500,41500,76.66666666666667,1383.3333333333333,31816.666666666664
323,Employee_323,Sales,Executive,33,Male,Islamabad,July,30,24,6,45000,3500,1750,46750,80.0,1558.3333333333333,37400.0
324,Employee_324,Marketing,Analyst,34,Female,Lahore,July,30,25,5,50000,4000,1000,53000,83.33333333333334,1766.6666666666667,44166.66666666667
325,Employee_325,HR,Manager,35,Male,Peshawar,July,30,26,4,55000,2000,1250,55750,86.66666666666667,1858.3333333333333,48316.666666666664
326,Employee_326,IT,Officer,36,Female,Mardan,July,30,27,3,60000,2500,1500,61000,90.0,2033.3333333333333,54900.0
327,Employee_327,Finance,Assistant,37,Male,Swat,July,30,28,2,65000,3000,1750,66250,93.33333333333333,2208.3333333333335,61833.333333333336
328,Employee_328,Sales,Executive,38,Female,Islamabad,July,30,29,1,70000,3500,1000,72500,96.66666666666667,2416.6666666666665,70083.33333333333
329,Employee_329,Marketing,Analyst,39,Male,Lahore,July,30,30,0,75000,4000,1250,77750,100.0,2591.6666666666665,77750.0
330,Employee_330,HR,Manager,40,Female,Peshawar,July,30,20,10,30000,2000,1500,30500,66.66666666666666,1016.6666666666666,20333.333333333332
331,Employee_331,IT,Officer,41,Male,Mardan,July,30,21,9,35000,2500,1750,35750,70.0,1191.6666666666667,25025.0
332,Employee_332,Finance,Assistant,42,Female,Swat,July,30,22,8,40000,3000,1000,42000,73.33333333333333,1400.0,30800.0
333,Employee_333,Sales,Executive,43,Male,Islamabad,July,30,23,7,45000,3500,1250,47250,76.66666666666667,1575.0,36225.0
334,Employee_334,Marketing,Analyst,44,Female,Lahore,July,30,24,6,50000,4000,1500,52500,80.0,1750.0,42000.0
335,Employee_335,HR,Manager,45,Male,Peshawar,July,30,25,5,55000,2000,1750,55250,83.33333333333334,1841.6666666666667,46041.66666666667
336,Employee_336,IT,Officer,22,Female,Mardan,July,30,26,4,60000,2500,1000,61500,86.66666666666667,2050.0,53300.0
337,Employee_337,Finance,Assistant,23,Male,Swat,July,30,27,3,65000,3000,1250,66750,90.0,2225.0,60075.0
338,Employee_338,Sales,Executive,24,Female,Islamabad,July,30,28,2,70000,3500,1500,72000,93.33333333333333,2400.0,67200.0
339,Employee_339,Marketing,Analyst,25,Male,Lahore,July,30,29,1,75000,4000,1750,77250,96.66666666666667,2575.0,74675.0
340,Employee_340,HR,Manager,26,Female,Peshawar,July,30,30,0,30000,2000,1000,31000,100.0,1033.3333333333333,30999.999999999996
341,Employee_341,IT,Officer,27,Male,Mardan,July,30,20,10,35000,2500,1250,36250,66.66666666666666,1208.3333333333333,24166.666666666664
342,Employee_342,Finance,Assistant,28,Female,Swat,July,30,21,9,40000,3000,1500,41500,70.0,1383.3333333333333,29050.0
343,Employee_343,Sales,Executive,29,Male,Islamabad,July,30,22,8,45000,3500,1750,46750,73.33333333333333,1558.3333333333333,34283.33333333333
344,Employee_344,Marketing,Analyst,30,Female,Lahore,July,30,23,7,50000,4000,1000,53000,76.66666666666667,1766.6666666666667,40633.333333333336
345,Employee_345,HR,Manager,31,Male,Peshawar,July,30,24,6,55000,2000,1250,55750,80.0,1858.3333333333333,44600.0
346,Employee_346,IT,Officer,32,Female,Mardan,July,30,25,5,60000,2500,1500,61000,83.33333333333334,2033.3333333333333,50833.33333333333
347,Employee_347,Finance,Assistant,33,Male,Swat,July,30,26,4,65000,3000,1750,66250,86.66666666666667,2208.3333333333335,57416.66666666667
348,Employee_348,Sales,Executive,34,Female,Islamabad,July,30,27,3,70000,3500,1000,72500,90.0,2416.6666666666665,65249.99999999999
349,Employee_349,Marketing,Analyst,35,Male,Lahore,July,30,28,2,75000,4000,1250,77750,93.33333333333333,2591.6666666666665,72566.66666666666
350,Employee_350,HR,Manager,36,Female,Peshawar,July,30,29,1,30000,2000,1500,30500,96.66666666666667,1016.6666666666666,29483.333333333332
351,Employee_351,IT,Officer,37,Male,Mardan,July,30,30,0,35000,2500,1750,35750,100.0,1191.6666666666667,35750.0
352,Employee_352,Finance,Assistant,38,Female,Swat,July,30,20,10,40000,3000,1000,42000,66.66666666666666,1400.0,28000.0
353,Employee_353,Sales,Executive,39,Male,Islamabad,July,30,21,9,45000,3500,1250,47250,70.0,1575.0,33075.0
354,Employee_354,Marketing,Analyst,40,Female,Lahore,July,30,22,8,50000,4000,1500,52500,73.33333333333333,1750.0,38500.0
355,Employee_355,HR,Manager,41,Male,Peshawar,July,30,23,7,55000,2000,1750,55250,76.66666666666667,1841.6666666666667,42358.333333333336
356,Employee_356,IT,Officer,42,Female,Mardan,July,30,24,6,60000,2500,1000,61500,80.0,2050.0,49200.0
357,Employee_357,Finance,Assistant,43,Male,Swat,July,30,25,5,65000,3000,1250,66750,83.33333333333334,2225.0,55625.0
358,Employee_358,Sales,Executive,44,Female,Islamabad,July,30,26,4,70000,3500,1500,72000,86.66666666666667,2400.0,62400.0
359,Employee_359,Marketing,Analyst,45,Male,Lahore,July,30,27,3,75000,4000,1750,77250,90.0,2575.0,69525.0
360,Employee_360,HR,Manager,22,Female,Peshawar,July,30,28,2,30000,2000,1000,31000,93.33333333333333,1033.3333333333333,28933.333333333332
361,Employee_361,IT,Officer,23,Male,Mardan,July,30,29,1,35000,2500,1250,36250,96.66666666666667,1208.3333333333333,35041.666666666664
362,Employee_362,Finance,Assistant,24,Female,Swat,July,30,30,0,40000,3000,1500,41500,100.0,1383.3333333333333,41500.0
363,Employee_363,Sales,Executive,25,Male,Islamabad,July,30,20,10,45000,3500,1750,46750,66.66666666666666,1558.3333333333333,31166.666666666664
364,Employee_364,Marketing,Analyst,26,Female,Lahore,July,30,21,9,50000,4000,1000,53000,70.0,1766.6666666666667,37100.0
365,Employee_365,HR,Manager,27,Male,Peshawar,July,30,22,8,55000,2000,1250,55750,73.33333333333333,1858.3333333333333,40883.33333333333
366,Employee_366,IT,Officer,28,Female,Mardan,July,30,23,7,60000,2500,1500,61000,76.66666666666667,2033.3333333333333,46766.666666666664
367,Employee_367,Finance,Assistant,29,Male,Swat,July,30,24,6,65000,3000,1750,66250,80.0,2208.3333333333335,53000.0
368,Employee_368,Sales,Executive,30,Female,Islamabad,July,30,25,5,70000,3500,1000,72500,83.33333333333334,2416.6666666666665,60416.666666666664
369,Employee_369,Marketing,Analyst,31,Male,Lahore,July,30,26,4,75000,4000,1250,77750,86.66666666666667,2591.6666666666665,67383.33333333333
370,Employee_370,HR,Manager,32,Female,Peshawar,July,30,27,3,30000,2000,1500,30500,90.0,1016.6666666666666,27450.0
371,Employee_371,IT,Officer,33,Male,Mardan,July,30,28,2,35000,2500,1750,35750,93.33333333333333,1191.6666666666667,33366.66666666667
372,Employee_372,Finance,Assistant,34,Female,Swat,July,30,29,1,40000,3000,1000,42000,96.66666666666667,1400.0,40600.0
373,Employee_373,Sales,Executive,35,Male,Islamabad,July,30,30,0,45000,3500,1250,47250,100.0,1575.0,47250.0
374,Employee_374,Marketing,Analyst,36,Female,Lahore,July,30,20,10,50000,4000,1500,52500,66.66666666666666,1750.0,35000.0
375,Employee_375,HR,Manager,37,Male,Peshawar,July,30,21,9,55000,2000,1750,55250,70.0,1841.6666666666667,38675.0
376,Employee_376,IT,Officer,38,Female,Mardan,July,30,22,8,60000,2500,1000,61500,73.33333333333333,2050.0,45100.0
377,Employee_377,Finance,Assistant,39,Male,Swat,July,30,23,7,65000,3000,1250,66750,76.66666666666667,2225.0,51175.0
378,Employee_378,Sales,Executive,40,Female,Islamabad,July,30,24,6,70000,3500,1500,72000,80.0,2400.0,57600.0
379,Employee_379,Marketing,Analyst,41,Male,Lahore,July,30,25,5,75000,4000,1750,77250,83.33333333333334,2575.0,64375.0
380,Employee_380,HR,Manager,42,Female,Peshawar,July,30,26,4,30000,2000,1000,31000,86.66666666666667,1033.3333333333333,26866.666666666664
381,Employee_381,IT,Officer,43,Male,Mardan,July,30,27,3,35000,2500,1250,36250,90.0,1208.3333333333333,32624.999999999996
382,Employee_382,Finance,Assistant,44,Female,Swat,July,30,28,2,40000,3000,1500,41500,93.33333333333333,1383.3333333333333,38733.33333333333
383,Employee_383,Sales,Executive,45,Male,Islamabad,July,30,29,1,45000,3500,1750,46750,96.66666666666667,1558.3333333333333,45191.666666666664
384,Employee_384,Marketing,Analyst,22,Female,Lahore,July,30,30,0,50000,4000,1000,53000,100.0,1766.6666666666667,53000.0
385,Employee_385,HR,Manager,23,Male,Peshawar,July,30,20,10,55000,2000,1250,55750,66.66666666666666,1858.3333333333333,37166.666666666664
386,Employee_386,IT,Officer,24,Female,Mardan,July,30,21,9,60000,2500,1500,61000,70.0,2033.3333333333333,42700.0
387,Employee_387,Finance,Assistant,25,Male,Swat,July,30,22,8,65000,3000,1750,66250,73.33333333333333,2208.3333333333335,48583.333333333336
388,Employee_388,Sales,Executive,26,Female,Islamabad,July,30,23,7,70000,3500,1000,72500,76.66666666666667,2416.6666666666665,55583.33333333333
389,Employee_389,Marketing,Analyst,27,Male,Lahore,July,30,24,6,75000,4000,1250,77750,80.0,2591.6666666666665,62200.0
390,Employee_390,HR,Manager,28,Female,Peshawar,July,30,25,5,30000,2000,1500,30500,83.33333333333334,1016.6666666666666,25416.666666666664
391,Employee_391,IT,Officer,29,Male,Mardan,July,30,26,4,35000,2500,1750,35750,86.66666666666667,1191.6666666666667,30983.333333333336
392,Employee_392,Finance,Assistant,30,Female,Swat,July,30,27,3,40000,3000,1000,42000,90.0,1400.0,37800.0
393,Employee_393,Sales,Executive,31,Male,Islamabad,July,30,28,2,45000,3500,1250,47250,93.33333333333333,1575.0,44100.0
394,Employee_394,Marketing,Analyst,32,Female,Lahore,July,30,29,1,50000,4000,1500,52500,96.66666666666667,1750.0,50750.0
395,Employee_395,HR,Manager,33,Male,Peshawar,July,30,30,0,55000,2000,1750,55250,100.0,1841.6666666666667,55250.0
396,Employee_396,IT,Officer,34,Female,Mardan,July,30,20,10,60000,2500,1000,61500,66.66666666666666,2050.0,41000.0
397,Employee_397,Finance,Assistant,35,Male,Swat,July,30,21,9,65000,3000,1250,66750,70.0,2225.0,46725.0
398,Employee_398,Sales,Executive,36,Female,Islamabad,July,30,22,8,70000,3500,1500,72000,73.33333333333333,2400.0,52800.0
399,Employee_399,Marketing,Analyst,37,Male,Lahore,July,30,23,7,75000,4000,1750,77250,76.66666666666667,2575.0,59225.0
400,Employee_400,HR,Manager,38,Female,Peshawar,July,30,24,6,30000,2000,1000,31000,80.0,1033.3333333333333,24800.0
401,Employee_401,IT,Officer,39,Male,Mardan,July,30,25,5,35000,2500,1250,36250,83.33333333333334,1208.3333333333333,30208.333333333332
402,Employee_402,Finance,Assistant,40,Female,Swat,July,30,26,4,40000,3000,1500,41500,86.66666666666667,1383.3333333333333,35966.666666666664
403,Employee_403,Sales,Executive,41,Male,Islamabad,July,30,27,3,45000,3500,1750,46750,90.0,1558.3333333333333,42075.0
404,Employee_404,Marketing,Analyst,42,Female,Lahore,July,30,28,2,50000,4000,1000,53000,93.33333333333333,1766.6666666666667,49466.66666666667
405,Employee_405,HR,Manager,43,Male,Peshawar,July,30,29,1,55000,2000,1250,55750,96.66666666666667,1858.3333333333333,53891.666666666664
406,Employee_406,IT,Officer,44,Female,Mardan,July,30,30,0,60000,2500,1500,61000,100.0,2033.3333333333333,61000.0
407,Employee_407,Finance,Assistant,45,Male,Swat,July,30,20,10,65000,3000,1750,66250,66.66666666666666,2208.3333333333335,44166.66666666667
408,Employee_408,Sales,Executive,22,Female,Islamabad,July,30,21,9,70000,3500,1000,72500,70.0,2416.6666666666665,50750.0
409,Employee_409,Marketing,Analyst,23,Male,Lahore,July,30,22,8,75000,4000,1250,77750,73.33333333333333,2591.6666666666665,57016.666666666664
410,Employee_410,HR,Manager,24,Female,Peshawar,July,30,23,7,30000,2000,1500,30500,76.66666666666667,1016.6666666666666,23383.333333333332
411,Employee_411,IT,Officer,25,Male,Mardan,July,30,24,6,35000,2500,1750,35750,80.0,1191.6666666666667,28600.0
412,Employee_412,Finance,Assistant,26,Female,Swat,July,30,25,5,40000,3000,1000,42000,83.33333333333334,1400.0,35000.0
413,Employee_413,Sales,Executive,27,Male,Islamabad,July,30,26,4,45000,3500,1250,47250,86.66666666666667,1575.0,40950.0
414,Employee_414,Marketing,Analyst,28,Female,Lahore,July,30,27,3,50000,4000,1500,52500,90.0,1750.0,47250.0
