SaleID,OrderID,Revenue,Discount,Profit,Tax,ShippingCost
675,675,1400,70.0,539.5,66.5,4
676,676,536,26.8,-31.26,25.46,17
677,677,1208,0.0,149.6,60.4,6
678,678,848,84.8,64.04,38.16,9
679,679,1008,100.8,-34.16,45.36,20
680,680,465,0.0,172.75,23.25,14
681,681,396,0.0,88.2,19.8,8
682,682,255,25.5,29.02,11.48,16
683,683,734,0.0,174.3,36.7,7
684,684,528,0.0,361.6,26.4,8
685,685,2460,246.0,319.3,110.7,8
686,686,349,17.45,3.97,16.58,18
687,687,351,35.1,122.11,15.79,4
688,688,1275,63.75,306.69,60.56,16
689,689,873,43.65,181.88,41.47,15
690,690,1056,0.0,-27.8,52.8,17
691,691,1322,132.2,145.31,59.49,11
692,692,298,29.8,56.79,13.41,18
693,693,192,0.0,33.4,9.6,14
694,694,753,0.0,322.35,37.65,18
695,695,299,14.95,63.85,14.2,6
696,696,390,39.0,216.45,17.55,19
697,697,3075,153.75,644.19,146.06,6
698,698,850,85.0,217.75,38.25,5
699,699,570,0.0,335.5,28.5,11
700,700,230,23.0,29.65,10.35,18
701,701,1396,0.0,144.2,69.8,10
702,702,446,44.6,-19.67,20.07,9
703,703,1056,52.8,173.04,50.16,3
704,704,1334,66.7,217.93,63.37,14
705,705,512,0.0,193.4,25.6,15
706,706,1134,113.4,-31.43,51.03,17
707,707,408,40.8,14.84,18.36,9
708,708,1628,0.0,629.6,81.4,9
709,709,1308,0.0,290.6,65.4,18
710,710,298,14.9,72.94,14.16,16
711,711,908,90.8,-23.66,40.86,12
712,712,2540,0.0,655.0,127.0,13
713,713,316,15.8,84.19,15.01,8
714,714,1984,0.0,195.8,99.2,9
715,715,561,56.1,92.65,25.25,7
716,716,1000,50.0,-29.5,47.5,18
717,717,2152,0.0,638.4,107.6,10
718,718,580,58.0,420.9,26.1,5
719,719,984,49.2,1.06,46.74,3
720,720,775,38.75,268.44,36.81,6
721,721,696,34.8,-10.86,33.06,7
722,722,304,0.0,138.8,15.2,19
723,723,97,0.0,51.15,4.85,8
724,724,1690,0.0,500.5,84.5,20
725,725,589,29.45,111.57,27.98,20
726,726,1500,0.0,372.0,75.0,18
727,727,531,53.1,379.01,23.89,6
728,728,89,4.45,-10.68,4.23,9
729,729,654,32.7,-26.76,31.06,7
730,730,1535,76.75,592.34,72.91,8
731,731,933,93.3,82.71,41.99,7
732,732,1374,137.4,236.77,61.83,14
733,733,3310,165.5,625.27,157.23,7
734,734,1224,0.0,-24.2,61.2,11
735,735,106,5.3,29.66,5.04,7
736,736,555,0.0,15.25,27.75,15
737,737,534,53.4,-12.43,24.03,18
738,738,310,15.5,133.77,14.73,8
739,739,2500,125.0,-35.75,118.75,7
740,740,398,0.0,219.1,19.9,15
741,741,552,55.2,23.96,24.84,16
742,742,1578,78.9,196.15,74.95,16
743,743,1252,62.6,219.93,59.47,16
744,744,156,0.0,91.2,7.8,8
745,745,1848,0.0,287.6,92.4,16
746,746,1030,103.0,126.65,46.35,20
747,747,1960,196.0,-210.2,88.2,16
748,748,998,99.8,128.29,44.91,17
749,749,3255,0.0,638.25,162.75,14
750,750,271,13.55,153.58,12.87,8
751,751,434,21.7,121.68,20.62,12
752,752,208,0.0,76.6,10.4,12
753,753,1155,115.5,414.52,51.98,18
754,754,392,39.2,93.16,17.64,8
755,755,1524,0.0,44.8,76.2,19
756,756,598,0.0,136.1,29.9,11
757,757,650,0.0,114.5,32.5,17
758,758,1068,0.0,302.6,53.4,14
759,759,308,0.0,35.6,15.4,7
760,760,593,29.65,102.18,28.17,11
761,761,672,0.0,88.4,33.6,6
762,762,1348,134.8,169.54,60.66,3
763,763,750,37.5,334.88,35.62,18
764,764,1636,163.6,423.78,73.62,19
765,765,584,58.4,441.32,26.28,6
766,766,780,0.0,89.0,39.0,6
767,767,3020,0.0,729.0,151.0,15
768,768,608,30.4,268.72,28.88,18
769,769,1944,194.4,248.12,87.48,16
770,770,750,37.5,341.88,35.62,11
771,771,734,36.7,133.43,34.87,13
772,772,557,27.85,20.69,26.46,14
773,773,3080,0.0,495.0,154.0,11
774,774,3080,308.0,204.4,138.6,9
775,775,2845,284.5,-0.53,128.03,18
776,776,940,0.0,253.0,47.0,16
777,777,1625,81.25,245.56,77.19,6
778,778,1536,0.0,336.2,76.8,11
779,779,403,40.3,6.56,18.14,9
780,780,3045,0.0,400.75,152.25,17
781,781,720,0.0,496.0,36.0,8
782,782,1595,0.0,-31.75,79.75,12
783,783,362,36.2,227.51,16.29,10
784,784,612,0.0,553.4,30.6,10
785,785,470,47.0,75.85,21.15,14
786,786,1410,70.5,630.52,66.98,12
787,787,563,56.3,7.36,25.34,11
788,788,1296,64.8,106.64,61.56,10
789,789,1176,0.0,9.2,58.8,16
790,790,593,29.65,126.18,28.17,8
791,791,960,96.0,133.8,43.2,12
792,792,372,0.0,123.4,18.6,16
793,793,582,29.1,48.26,27.64,15
794,794,386,38.6,-11.97,17.37,3
795,795,547,54.7,8.68,24.62,5
796,796,2372,0.0,545.4,118.6,20
797,797,332,0.0,-13.6,16.6,20
798,798,284,0.0,230.8,14.2,3
799,799,2264,113.2,363.26,107.54,8
800,800,1176,117.6,356.48,52.92,13
801,801,524,52.4,42.02,23.58,8
802,802,1005,50.25,-10.99,47.74,6
803,803,1473,0.0,102.35,73.65,7
804,804,168,16.8,51.64,7.56,18
805,805,1060,0.0,718.0,53.0,13
806,806,2060,103.0,-104.85,97.85,16
807,807,1125,0.0,818.75,56.25,10
808,808,2095,209.5,86.22,94.28,20
809,809,2045,204.5,548.47,92.03,5
810,810,520,26.0,-16.7,24.7,14
811,811,270,0.0,176.5,13.5,20
812,812,458,0.0,228.1,22.9,7
813,813,1772,177.2,237.06,79.74,6
814,814,1710,0.0,340.5,85.5,14
815,815,1120,112.0,20.6,50.4,19
816,816,1824,182.4,80.52,82.08,3
817,817,166,16.6,77.93,7.47,8
818,818,985,49.25,825.96,46.79,8
819,819,824,41.2,383.66,39.14,4
820,820,916,0.0,44.2,45.8,14
821,821,52,2.6,5.93,2.47,13
822,822,237,23.7,24.63,10.67,9
823,823,1275,127.5,316.12,57.38,18
824,824,504,25.2,31.86,23.94,15
825,825,418,41.8,97.39,18.81,19
826,826,1024,51.2,360.16,48.64,8
827,827,708,35.4,45.97,33.63,7
828,828,364,0.0,228.8,18.2,9
829,829,614,0.0,266.3,30.7,3
830,830,1110,0.0,497.5,55.5,5
831,831,271,27.1,131.7,12.2,17
832,832,1692,0.0,145.4,84.6,18
833,833,500,50.0,194.5,22.5,13
834,834,1125,112.5,717.88,50.62,4
835,835,1216,0.0,213.2,60.8,6
836,836,1340,67.0,-71.65,63.65,17
837,837,2068,0.0,331.6,103.4,5
838,838,1668,83.4,245.37,79.23,18
839,839,1005,0.0,345.75,50.25,9
840,840,1756,87.8,518.79,83.41,18
841,841,518,0.0,109.1,25.9,11
842,842,636,63.6,180.78,28.62,11
843,843,1263,63.15,436.86,59.99,16
844,844,232,11.6,166.38,11.02,15
845,845,1250,125.0,-53.25,56.25,7
846,846,1773,88.65,186.13,84.22,7
847,847,1732,86.6,-75.87,82.27,7
848,848,2885,0.0,386.75,144.25,9
849,849,794,0.0,312.3,39.7,14
850,850,463,46.3,96.86,20.84,6
851,851,1440,72.0,-0.4,68.4,20
852,852,1680,84.0,123.2,79.8,16
853,853,1020,51.0,-83.45,48.45,12
854,854,1548,154.8,37.54,69.66,6
855,855,469,46.9,44.99,21.11,16
856,856,294,14.7,-16.67,13.97,9
857,857,1476,73.8,240.09,70.11,16
858,858,2168,0.0,288.6,108.4,19
859,859,1368,136.8,-88.36,61.56,10
860,860,477,23.85,170.49,22.66,8
861,861,2125,212.5,541.88,95.62,15
862,862,1185,118.5,478.17,53.33,15
863,863,681,34.05,289.6,32.35,10
864,864,507,25.35,34.57,24.08,9
865,865,2830,0.0,716.5,141.5,7
866,866,1608,160.8,-129.16,72.36,10
867,867,962,96.2,176.51,43.29,4
868,868,539,0.0,50.05,26.95,17
869,869,358,0.0,99.1,17.9,5
870,870,220,11.0,138.55,10.45,5
871,871,1068,0.0,312.6,53.4,4
872,872,2195,219.5,555.72,98.78,11
873,873,195,19.5,98.72,8.78,19
874,874,948,0.0,308.6,47.4,13
875,875,1056,105.6,192.88,47.52,20
876,876,436,0.0,227.2,21.8,11
877,877,880,0.0,598.0,44.0,18
878,878,1100,110.0,484.5,49.5,6
879,879,2390,239.0,-311.55,107.55,5
880,880,2945,147.25,638.86,139.89,19
881,881,866,0.0,-7.3,43.3,14
882,882,900,45.0,41.25,42.75,3
883,883,2585,258.5,170.17,116.33,5
884,884,3025,302.5,495.38,136.12,11
885,885,242,24.2,118.91,10.89,16
886,886,616,30.8,51.94,29.26,4
887,887,322,32.2,-16.69,14.49,13
888,888,265,26.5,154.57,11.93,3
889,889,560,28.0,-37.6,26.6,3
890,890,672,67.2,135.56,30.24,13
891,891,1515,75.75,365.29,71.96,6
892,892,566,0.0,141.7,28.3,3
893,893,880,88.0,84.4,39.6,4
894,894,476,0.0,143.2,23.8,11
895,895,1548,0.0,321.6,77.4,17
896,896,253,25.3,-23.68,11.38,18
897,897,1629,0.0,219.55,81.45,11
898,898,1227,122.7,323.08,55.22,9
899,899,1660,0.0,60.0,83.0,9
900,900,768,0.0,170.6,38.4,19
901,901,165,16.5,8.07,7.43,7
902,902,1064,53.2,131.26,50.54,17
903,903,1044,52.2,666.21,49.59,16
904,904,219,0.0,-10.95,10.95,17
905,905,905,45.25,627.76,42.99,9
906,906,1062,106.2,-129.99,47.79,15
907,907,1524,0.0,389.8,76.2,11
908,908,2472,247.2,419.56,111.24,10
909,909,433,0.0,-1.65,21.65,5
910,910,2775,138.75,364.44,131.81,15
911,911,988,98.8,-73.26,44.46,12
912,912,1305,130.5,-106.23,58.73,12
913,913,432,0.0,10.4,21.6,8
914,914,225,11.25,144.06,10.69,13
915,915,55,2.75,4.64,2.61,3
916,916,229,22.9,106.8,10.3,12
917,917,816,0.0,113.2,40.8,12
918,918,1940,194.0,-39.3,87.3,18
919,919,936,93.6,362.28,42.12,18
920,920,738,36.9,110.05,35.05,18
921,921,109,10.9,43.19,4.91,6
922,922,2815,140.75,211.54,133.71,14
923,923,1636,0.0,50.2,81.8,4
924,924,1745,87.25,95.86,82.89,14
925,925,1404,70.2,564.11,66.69,7
926,926,455,22.75,257.64,21.61,18
927,927,507,0.0,116.65,25.35,12
928,928,736,36.8,74.24,34.96,14
929,929,1209,60.45,379.12,57.43,19
930,930,360,0.0,243.0,18.0,9
931,931,408,20.4,45.22,19.38,14
932,932,351,35.1,33.11,15.79,12
933,933,1180,59.0,120.95,56.05,20
934,934,760,0.0,191.0,38.0,19
935,935,1224,61.2,112.66,58.14,17
936,936,233,11.65,51.28,11.07,5
937,937,795,0.0,507.25,39.75,20
938,938,507,25.35,101.57,24.08,3
939,939,795,0.0,311.25,39.75,4
940,940,537,26.85,112.64,25.51,18
941,941,393,39.3,-25.98,17.68,9
942,942,1312,131.2,446.76,59.04,7
943,943,182,0.0,72.9,9.1,5
944,944,499,49.9,95.64,22.46,17
945,945,1167,0.0,285.65,58.35,10
946,946,1500,150.0,281.5,67.5,6
947,947,630,0.0,119.5,31.5,19
948,948,1912,95.6,-160.42,90.82,6
949,949,759,75.9,288.94,34.16,6
950,950,572,28.6,178.23,27.17,6
951,951,882,0.0,4.9,44.1,14
952,952,2504,0.0,576.8,125.2,14
953,953,816,81.6,42.68,36.72,5
954,954,214,10.7,16.13,10.17,5
955,955,1536,153.6,182.28,69.12,19
956,956,1230,123.0,149.65,55.35,14
957,957,227,22.7,81.08,10.22,8
958,958,110,0.0,5.5,5.5,15
959,959,111,0.0,51.45,5.55,4
960,960,1635,0.0,337.25,81.75,13
961,961,1036,0.0,231.2,51.8,9
962,962,1320,132.0,795.6,59.4,3
963,963,510,0.0,124.5,25.5,14
964,964,569,56.9,-15.51,25.61,19
965,965,1920,96.0,497.8,91.2,20
966,966,1420,0.0,4.0,71.0,5
967,967,515,0.0,-15.75,25.75,10
968,968,333,0.0,158.35,16.65,8
969,969,2350,117.5,556.88,111.62,4
970,970,2545,254.5,352.97,114.53,3
971,971,560,56.0,6.8,25.2,13
972,972,563,0.0,154.85,28.15,4
973,973,2504,250.4,126.92,112.68,18
974,974,372,18.6,42.73,17.67,19
975,975,706,0.0,345.7,35.3,9
976,976,346,0.0,61.7,17.3,15
977,977,1752,175.2,-185.04,78.84,7
978,978,1396,0.0,149.2,69.8,5
979,979,1125,0.0,818.75,56.25,10
980,980,1216,60.8,157.44,57.76,4
981,981,1200,120.0,27.0,54.0,15
982,982,354,35.4,7.67,15.93,9
983,983,792,79.2,467.16,35.64,12
984,984,981,98.1,-87.25,44.15,11
985,985,408,20.4,25.22,19.38,18
986,986,354,17.7,253.48,16.82,20
987,987,1368,0.0,544.6,68.4,3
988,988,156,7.8,51.79,7.41,5
989,989,636,0.0,182.2,31.8,10
990,990,344,0.0,88.8,17.2,13
991,991,1690,84.5,-145.78,80.28,16
992,992,495,49.5,32.22,22.28,12
993,993,1880,0.0,523.0,94.0,15
994,994,178,17.8,-22.81,8.01,11
995,995,544,27.2,97.96,25.84,11
996,996,2160,108.0,181.4,102.6,13
997,997,1436,71.8,200.99,68.21,3
998,998,2024,101.2,186.66,96.14,4
999,999,3060,0.0,765.0,153.0,17
1000,1000,1218,0.0,163.1,60.9,4
